ceeb_id,name,latitude,longitude,inst,city,county,state,country
30260,PEORIA HIGH SCHOOL,33.573244,-112.245852,HS,Peoria,,AZ,USA
30517,IRONWOOD RIDGE HIGH SCHOOL,34.104794,-117.29215,HS,Tucson,,AZ,USA
52196,FAR WEST HIGH SCHOOL,37.836745,-122.249059,HS,Oakland,Alameda,CA,USA
52205,FREMONT HIGH SCHOOL,37.774198,-122.209378,HS,Oakland,Alameda,CA,USA
52213,FAME PUBLIC CHARTER SCHOOL,37.521436,-121.993919,HS,Newark,Alameda,CA,USA
52497,FOOTHILL HIGH SCHOOL,37.670898,-121.919401,HS,Pleasanton,Alameda,CA,USA
30503,SABINO HIGH SCHOOL,32.217975,-110.970869,HS,Tucson,,AZ,USA
54840,SYLMAR BIOTECH HEALTH ACADEMY,34.307275,-118.441363,HS,Sylmar,Los Angeles,CA,USA
30506,GREGORY SCHOOL THE,32.217975,-110.970869,HS,Tucson,,AZ,USA
30220,MESA HIGH SCHOOL,33.440695,-111.856967,HS,Mesa,,AZ,USA
30221,RED MOUNTAIN HIGH SCHOOL,33.440695,-111.856967,HS,Mesa,,AZ,USA
30216,DOBSON HIGH SCHOOL,33.440695,-111.856967,HS,Mesa,,AZ,USA
694210,TAIPEI AMERICAN SCHOOL,25.116916,121.529112,HS,Taipei,,,TAIWAN
30257,CACTUS HIGH SCHOOL,33.626735,-112.196601,HS,Glendale,,AZ,USA
30504,SAHUARO HIGH SCHOOL,32.226824,-110.807864,HS,Tucson,,AZ,USA
30514,BASIS TUCSON NORTH,32.272881,-110.871116,HS,Tucson,,AZ,USA
30530,TUCSON HIGH MAGNET SCHOOL,32.227108,-110.961977,HS,Tucson,,AZ,USA
40770,FAYETTEVILLE HIGH SCHOOL,36.057451,-94.174068,HS,Fayetteville,,AR,USA
41422,CENTRAL HIGH SCHOOL,34.7368,-92.298687,HS,Little Rock,,AR,USA
50410,BURLINGAME HIGH SCHOOL,37.58225,-122.346795,HS,Burlingame,San Mateo,CA,USA
50420,VINCENT MEMORIAL CATHOLIC HS,32.677689,-115.506428,HS,Calexico,Imperial,CA,USA
50421,CALABASAS HIGH SCHOOL,34.138889,-118.62786,HS,Calabasas,Los Angeles,CA,USA
50423,VIEWPOINT SCHOOL,34.135461,-118.643024,HS,Calabasas,Los Angeles,CA,USA
50435,CALISTOGA HIGH SCHOOL,38.583372,-122.579924,HS,Calistoga,Napa,CA,USA
50455,MOUNTAIN EMPIRE HIGH SCHOOL,32.734352,-116.492946,HS,Pine Valley,San Diego,CA,USA
50465,CANOGA PARK HIGH SCHOOL,34.195422,-118.605518,HS,Canoga Park,Los Angeles,CA,USA
50466,TORREY PINES HIGH SCHOOL,32.957437,-117.226188,HS,Encinitas,San Diego,CA,USA
50469,SANTA CLARITA CHRISTIAN SCHOOL,34.413298,-118.464506,HS,Santa Clarita,Los Angeles,CA,USA
50471,CARLSBAD SEASIDE ACADEMY,33.163498,-117.328002,HS,Carlsbad,San Diego,CA,USA
50472,CARLSBAD HIGH SCHOOL,33.162415,-117.326925,HS,Carlsbad,San Diego,CA,USA
50475,CARMEL HIGH SCHOOL,36.554223,-121.909252,HS,Carmel,Monterey,CA,USA
50481,VICTORY CHRISTIAN SCHOOLS,38.620394,-121.337127,HS,Carmichael,Sacramento,CA,USA
50485,CATE SCHOOL,34.405005,-119.477381,HS,Carpinteria,Santa Barbara,CA,USA
50490,CARPINTERIA HIGH SCHOOL,34.411245,-119.516852,HS,Carpinteria,Santa Barbara,CA,USA
50495,CARUTHERS HIGH SCHOOL,36.539265,-119.838424,HS,Caruthers,Fresno,CA,USA
50591,VISIONS IN EDUCATION,38.609182,-121.346958,HS,Carmichael,Sacramento,CA,USA
53131,SERRA HIGH,33.519982,-117.667954,HS,San Juan Capistrano,Orange,CA,USA
53908,SAN DIEGO LEADS,32.716294,-117.167021,HS,San Diego,San Diego,CA,USA
52885,SAN DIEGO HIGH SCHOOL,32.720003,-117.153176,HS,San Diego,San Diego,CA,USA
54435,SCHOOL SCI TEC ENG MATH AT RHS,34.037515,-118.211977,HS,Los Angeles,Los Angeles,CA,USA
54434,ACADEMY MED HEALTH SCI AT RHS,34.065894,-118.443361,HS,Los Angeles,Los Angeles,CA,USA
52182,BEACON HIGH SCHOOL,37.780561,-122.240848,HS,Oakland,Alameda,CA,USA
52495,AMADOR VALLEY HIGH SCHOOL,37.66791,-121.873914,HS,Pleasanton,Alameda,CA,USA
52897,CRAWFORD HIGH SCHOOL,32.752197,-117.075869,HS,San Diego,San Diego,CA,USA
53898,SAN DIEGO CIMA,32.989265,-117.089875,HS,San Diego,San Diego,CA,USA
53901,SAN DIEGO BUSINESS LEADERSHIP,32.892302,-117.241642,HS,San Diego,San Diego,CA,USA
53896,CRAWFORD CHAMPS,32.752197,-117.075869,HS,San Diego,San Diego,CA,USA
60364,UNIVERSITY OF DENVER HS,39.676617,-104.961896,HS,Denver,,CO,USA
102048,KAPLAN COLLEGE PREPARATORY SCH,26.015085,-80.195819,HS,Hollywood,,FL,USA
4056,WEST HILLS COLLEGE COALINGA,36.1478043,-120.3570364,CC,Coalinga,Fresno,CA,USA
30455,AMPHITHEATER HIGH SCHOOL,32.268977,-110.975022,HS,Tucson,,AZ,USA
703113,SAINT CUTHBERTS COLLEGE,-36.887397,174.779381,HS,Auckland,,,NEW ZEALAND
705560,GRACE CHRISTIAN COLLEGE,14.650349,121.005321,HS,Manila,,,PHILIPPINES
695180,EKAMAI INTERNATIONAL SCHOOL,13.730953,100.592325,HS,Bangkok,,,THAILAND
695209,INTERNATIONAL COMMUNITY SCHOOL,13.666592,100.651831,HS,Bangkok,,,THAILAND
30473,CANYON DEL ORO HIGH SCHOOL,32.375004,-110.971125,HS,Oro Valley,,AZ,USA
30476,CATALINA FOOTHILLS HIGH SCHOOL,32.306341,-110.899655,HS,Tucson,,AZ,USA
50005,ALAMEDA HIGH SCHOOL,37.7643,-122.247318,HS,Alameda,Alameda,CA,USA
50011,ALAMEDA COMMUNITY LEARNING CTR,37.779457,-122.287211,HS,Alameda,Alameda,CA,USA
50013,ALTERNATIVES IN ACTION HS,37.764451,-122.195459,HS,Alameda,Alameda,CA,USA
50025,ST JOSEPH HIGH,37.765541,-122.255374,HS,Alameda,Alameda,CA,USA
692127,KING FAISAL SCHOOL,24.684343,46.620258,HS,Riyadh,,,SAUDI ARABIA
20045,HOMER HIGH SCHOOL,59.6425,-151.54833,HS,Homer,,AK,USA
692125,AMERICAN INTRNTL SCHOOL JEDDAH,21.600928,39.129326,HS,Jeddah,,,SAUDI ARABIA
50029,ALAMEDA SCIENCE & TECHLGY INST,37.78147,-122.280674,HS,Alameda,Alameda,CA,USA
50120,PIERCE HIGH SCHOOL,39.010385,-122.054548,HS,Arbuckle,Colusa,CA,USA
50215,GARCES MEMORIAL HIGH SCHOOL,35.398039,-119.002311,HS,Bakersfield,Kern,CA,USA
694789,BRITISH SCHOOL OF BEIJING,39.944391,116.452449,HS,Beijing,,,CHINA
694255,DULWICH COLLEGE SHANGHAI,31.237812,121.584684,HS,Shanghai,,,CHINA
694257,SHEKOU INTERNATIONAL SCHOOL,22.481264,113.911795,HS,Shekou,,,CHINA
694261,SUZHOU HS OF JIANGSU PROVINCE,31.29642,120.623303,HS,Suzhou,,,CHINA
694264,CUI YUAN MIDDLE SCHOOL,28.149501,113.638233,HS,Liuyang,,,CHINA
694543,TIANJIN YINGHUA INTN'L SCHOOL,39.384513,117.038947,HS,Tianjin,,,CHINA
694520,WUXI BIG BRIDGE ACADEMY,31.471497,120.37688,HS,Wuxi,,,CHINA
694402,NANJING FORGN LNG SCH-XIANLIN,32.056151,118.801452,HS,Nanjing,,,CHINA
53897,CRAWFORD LAW AND BUSINESS,32.753423,-117.076351,HS,San Diego,San Diego,CA,USA
53894,CRAWFORD IDEA,32.752197,-117.075869,HS,San Diego,San Diego,CA,USA
53892,CRAWFORD MULTIMEDIA & VIS ARTS,32.753423,-117.076351,HS,San Diego,San Diego,CA,USA
230350,ANDOVER HIGH SCHOOL,42.578784,-83.285608,HS,Bloomfield Hills,,MI,USA
440293,ALBERT SIDNEY JOHNSTON HS,30.258016,-97.681468,HS,Austin,,TX,USA
70244,GREENWICH HIGH SCHOOL SHELDON,41.039768,-73.612239,HS,Greenwich,,CT,USA
70243,GREENWICH HIGH SCHOOL FOLSOM,41.039768,-73.612239,HS,Greenwich,,CT,USA
70242,GREENWICH HIGH SCHOOL CANTOR,41.039768,-73.612239,HS,Greenwich,,CT,USA
70241,GREENWICH HIGH SCHOOL CLARK,41.039768,-73.612239,HS,Greenwich,,CT,USA
330578,BISHOP FORD CENTRAL CATHOLIC H,40.656204,-73.982638,HS,Brooklyn,,NY,USA
50610,CLOVERDALE HIGH SCHOOL,38.811047,-123.022039,HS,Cloverdale,Sonoma,CA,USA
4398,LOS ANGELES PIERCE COLLEGE,34.184746,-118.576147,CC,Woodland Hills,Los Angeles,CA,USA
4691,SANTA MONICA COLLEGE,34.017023,-118.469755,CC,Santa Monica,Los Angeles,CA,USA
4078,COMPTON COLLEGE,33.874415,-118.208851,CC,Compton,Los Angeles,CA,USA
4083,CERRITOS COLLEGE,33.8863737,-118.0946408,CC,Norwalk,Los Angeles,CA,USA
4117,COLLEGE OF THE CANYONS,34.4042459,-118.5682302,CC,Santa Clarita,Los Angeles,CA,USA
120172,KULA HIGH AND INTERMEDIATE SCH,22.188399,-159.361961,HS,Kilauea,,HI,USA
20031,CHUGIAK HIGH SCHOOL,61.393834,-149.424631,HS,Eagle River,,AK,USA
20055,JUNEAU-DOUGLAS HIGH SCHOOL,58.373561,-134.523946,HS,Juneau,,AK,USA
30208,LIBERTY HIGH SCHOOL,35.36623,-119.128796,HS,Peoria,,AZ,USA
53928,SANTA CRUZ WALDORF HIGH SCHOOL,37.006113,-122.073619,HS,Santa Cruz,Santa Cruz,CA,USA
4017,BIOLA UNIVERSITY,33.906165,-118.014797,4Y,La Mirada,Los Angeles,CA,USA
52942,CORTEZ HILL ACADEMY,32.718713,-117.162743,HS,San Diego,San Diego,CA,USA
53895,RENAISSANCE ACADEMY,34.041779,-118.175013,HS,Pacific Palisade,Los Angeles,CA,USA
480415,GARFIELD HIGH SCHOOL,47.605338,-122.301866,HS,Garfield,,WA,USA
4034,CALIF INSTITUTE TECH,34.137658,-118.125269,4Y,Pasadena,Los Angeles,CA,USA
694585,ENGLISH SCHOOL GUANGDONG UNIV,23.243216,113.256575,HS,Guangzhou,,,CHINA
694310,AMERICAN SCHOOL IN TAICHUNG,24.169346,120.744142,HS,Taichung,,,TAIWAN
694248,NO 2 HS EAST CHINA NORMAL UNIV,31.200426,121.591542,HS,Shanghai,,,CHINA
694247,DALIAN AMERICAN INTRNTL SCHOOL,39.07375,121.962322,HS,Dalian,,,CHINA
694249,FUDAN INTERNATIONAL SCHOOL,31.29742,121.503618,HS,Shanghai,,,CHINA
694383,BEIJING HUIJIA PRIVATE SCHOOL,40.191953,116.251979,HS,Beijing,,,CHINA
694385,BEIJING NO 12 HIGH SCHOOL,39.959975,116.371818,HS,Beijing,,,CHINA
694580,AFFILIATED HS FUJIAN NORMAL U,26.036954,119.310025,HS,Fuzhou,,,CHINA
694365,SUZHOU NO 1 HIGH SCHOOL,31.306829,120.629076,HS,Suzhou,,,CHINA
4296,EAST LOS ANGELES COLLEGE,34.0396421,-118.1480877,CC,Monterey Park,Los Angeles,CA,USA
4327,GLENDALE COMMUNITY COLLEGE,34.1663611,-118.2284031,CC,Glendale,Los Angeles,CA,USA
4388,LONG BEACH CITY COLLEGE,33.8327377,-118.1348672,CC,Long Beach,Los Angeles,CA,USA
4391,LOS ANGELES CITY COLLEGE,34.0872424,-118.2926756,CC,Los Angeles,Los Angeles,CA,USA
4395,LOS ANGELES HARBOR COLLEGE,33.7841,-118.2840891,CC,Wilmington,Los Angeles,CA,USA
4400,LOS ANGELES TRADE-TECH COLLEGE,34.0328481,-118.2696947,CC,Los Angeles,Los Angeles,CA,USA
4401,LOS ANGELES VALLEY COLLEGE,34.1757062,-118.4201438,CC,Van Nuys,Los Angeles,CA,USA
4494,MOUNT SAN ANTONIO COLLEGE,34.0476932,-117.8448584,CC,Walnut,Los Angeles,CA,USA
4604,PASADENA CITY COLLEGE,34.1438126,-118.1181603,CC,Pasadena,Los Angeles,CA,USA
4663,RIO HONDO COLLEGE,34.019466,-118.033803,CC,Whittier,Los Angeles,CA,USA
4964,WEST LOS ANGELES COLLEGE,34.0022725,-118.3861991,CC,Culver City,Los Angeles,CA,USA
5546,LOS ANGELES VALLEY COLLEGE,34.1757062,-118.4201438,CC,Van Nuys,Los Angeles,CA,USA
4955,WOODBURY UNIVERSITY,34.208473,-118.341513,CC,Burbank,Los Angeles,CA,USA
713159,VIENNA INTERNATIONAL SCHOOL,48.244774,16.431886,HS,Vienna,,,AUSTRIA
696580,ENKA SCHOOLS,41.113361,29.034819,HS,Istanbul,,,TURKEY
30200,MARANA HIGH SCHOOL,32.217975,-110.970869,HS,Tucson,,AZ,USA
51792,SHALHEVET HIGH SCHOOL,34.059235,-118.362812,HS,Los Angeles,Los Angeles,CA,USA
4403,LOYOLA MARYMOUNT UNIVERSITY,33.969818,-118.418497,4Y,Los Angeles,Los Angeles,CA,USA
731472,ERMITAGE,48.954615,2.155446,HS,Paris,,,FRANCE
738000,ST CATHERINES BRITISH SCHOOL,38.074669,23.792471,HS,Athens,,,GREECE
734775,FRANKFURT INTERNATIONAL SCHOOL,50.213658,8.542729,HS,Frankfurt,,,GERMANY
731270,AMERICAN SCHOOL OF PARIS,48.840744,2.197753,HS,Paris,,,FRANCE
695519,CONCORDIAN INTERNATIONAL SCH,13.63828,100.674083,HS,Bangkok,,,THAILAND
695518,HARROW INTERNATIONAL SCHOOL,13.904504,100.585138,HS,Bangkok,,,THAILAND
695346,WELLS INTERNATIONAL SCHOOL,13.727768,100.576883,HS,Bangkok,,,THAILAND
696162,GERMAN HIGH SCHOOL OF ISTANBUL,41.027991,28.975769,HS,Istanbul,,,TURKEY
692155,BRITISH INTRNTL SCHOOL-RIYADH,24.791196,46.73002,HS,Riyadh,,,SAUDI ARABIA
692129,BRITISH INTL SCHOOL OF JEDDAH,21.646759,39.124646,HS,Jeddah,,,SAUDI ARABIA
53981,HAWTHORNE MATH & SCIENCE ACAD,33.920203,-118.354265,HS,Hawthorne,Los Angeles,CA,USA
54036,MCCLYMONDS HIGH SCHOOL,37.770563,-122.264779,HS,Oakland,Alameda,CA,USA
54100,YOUTH EMPOWERMENT SCHOOL,37.765837,-122.153865,HS,Oakland,Alameda,CA,USA
54382,FELICITAS GONZALO MENDEZ HS,34.048375,-118.226695,HS,Los Angeles,Los Angeles,CA,USA
54432,SCHOOL LAW & GOVERNMENT AT RHS,34.037506,-118.211979,HS,Los Angeles,Los Angeles,CA,USA
100251,PALM HARBOR UNIV HIGH SCHOOL,28.085656,-82.762612,HS,Palm Harbor,,FL,USA
724792,ETON COLLEGE,51.495735,0.60444,HS,Windsor,,,ENGLAND
724681,SEVENOAKS SCHOOL,51.266995,0.194152,HS,Sevenoaks,,,ENGLAND
724456,DULWICH COLLEGE,51.44029,0.085146,HS,London,,,ENGLAND
724190,ACS COBHAM INTL SCHOOL,51.348122,-0.401789,HS,Cobham,,,ENGLAND
697071,GEMS OUR OWN ENGLISH HS-DUBAI,25.193374,55.425394,HS,Dubai,,,UAE
697009,DUBAI COLLEGE,25.110025,55.169664,HS,Dubai,,,UAE
697069,UNIVERSAL AMERICAN SCHOOL,25.221054,55.365815,HS,Dubai,,,UAE
697027,DUBAI INTERNATIONAL ACADEMY,25.078447,55.179167,HS,Dubai,,,UAE
697067,GEMS WORLD ACADEMY,24.481407,54.378472,HS,Abu Dhabi,,,UAE
697030,EMIRATES INTRNTNL SCHL MEADOWS,25.064872,55.156037,HS,Dubai,,,UAE
697036,DUBAI MODERN HIGH SCHOOL,25.153504,55.375977,HS,Dubai,,,UAE
697035,JUMEIRAH COLLEGE,25.17661,55.23549,HS,Dubai,,,UAE
697083,DUBAI ENGLISH SPEAKING COLLEGE,25.105931,55.399812,HS,Dubai,,,UAE
700220,REDLANDS,-27.573321,153.344665,HS,Brisbane,,,AUSTRALIA
697053,DUBAI MODERN EDUCATION SCHOOL,25.238884,55.427434,HS,Dubai,,,UAE
