ceeb_id,name,latitude,longitude,inst,city,county,state,country
4678,GAVILAN COLLEGE,36.9732557,-121.5685598,CC,Gilroy,Santa Clara,CA,USA
4273,EVERGREEN VALLEY COLLEGE,37.300384,-121.764424,CC,San Jose,Santa Clara,CA,USA
4735,SAN DIEGO MESA COLLEGE,32.8045755,-117.1685963,CC,San Diego,San Diego,CA,USA
4104,CYPRESS COLLEGE,33.8279756,-118.025093,CC,Cypress,Orange,CA,USA
4311,FRESNO CITY COLLEGE,36.766892,-119.79787,CC,Fresno,Fresno,CA,USA
4686,SAN JOSE CITY COLLEGE,37.3157584,-121.9273763,CC,San Jose,Santa Clara,CA,USA
4286,DE ANZA COLLEGE,37.3195396,-122.0450548,CC,Cupertino,Santa Clara,CA,USA
4318,FEATHER RIVER COLLEGE,39.9521349,-120.9649378,CC,Quincy,Plumas,CA,USA
4696,SHASTA COLLEGE,40.6255786,-122.3180665,CC,Redding,Shasta,CA,USA
4706,SAN JOAQUIN DELTA COLLEGE,37.9952074,-121.3184191,CC,Stockton,San Joaquin,CA,USA
971823,MALAWI,,,NATION,N/A,,,MALAWI
990038,KENYA,,,NATION,N/A,,,KENYA
724345,WYCOMBE ABBEY SCHOOL,51.626328,0.750462,HS,High Wycombe,,,ENGLAND
4345,HUMBOLDT STATE UNIVERSITY,40.875275,-124.077821,4Y,Arcata,Humboldt,CA,USA
50083,MAGNOLIA HIGH SCHOOL,33.815761,-117.972172,HS,Anaheim,Orange,CA,USA
695514,SHREWSBURY INTERNATIONAL SCHL,13.710033,100.509212,HS,Bangkok,,,THAILAND
696342,ACI HIGH SCHOOL,38.395434,27.091212,HS,Izmir,,,TURKEY
30163,HIGLEY HIGH SCHOOL,33.335401,-111.815281,HS,Gilbert,,AZ,USA
694203,WESTERN ACADEMY OF BEIJING,40.023787,116.516104,HS,Beijing,,,CHINA
694571,MALVERN COLLEGE QINGDAO,36.306305,120.511345,HS,Qingdao,,,CHINA
694228,XIAMEN INTERNATIONAL SCHOOL,24.583152,118.045916,HS,Xiamen,,,CHINA
694209,BEIJING ROYAL SCHOOL,40.103759,116.394347,HS,Beijing,,,CHINA
694202,BEIJING BISS INTER SCHOOL,39.970263,116.399793,HS,Beijing,,,CHINA
694204,YEW CHUNG INTL SCH OF BEIJING,39.926371,116.495512,HS,Beijing,,,CHINA
50119,APTOS HIGH SCHOOL,36.977339,-121.862022,HS,Aptos,Santa Cruz,CA,USA
50548,PLEASANT VALLEY SR HIGH SCHOOL,39.760754,-121.816943,HS,Chico,Butte,CA,USA
51269,TARBUT V TORAH CMNTY DAY SCHL,33.632567,-117.829621,HS,Irvine,Orange,CA,USA
51510,LOS ALTOS HIGH SCHOOL,37.386878,-122.108597,HS,Los Altos,Santa Clara,CA,USA
600000,LUANDA INTERNATIONAL SCHOOL,-8.914662,13.190257,HS,Luanda,,,ANGOLA
630110,LOYOLA JESUIT COLLEGE,8.919944,7.566028,HS,Abuja,,,NIGERIA
990046,MALAYSIA,,,NATION,N/A,,,MALAYSIA
990034,ITALY,,,NATION,N/A,,,ITALY
990009,CANADA,,,NATION,N/A,,,CANADA
990033,ISRAEL,,,NATION,N/A,,,ISRAEL
828440,LOWER CANADA COLLEGE,45.470269,-73.623684,HS,Montreal,,QC,CANADA
648103,INTERNATIONAL SCH CHOUEIFAT,30.002008,31.40633,HS,Cairo,,,EGYPT
671741,JAMNABAI NARSEE SCHOOL,19.105508,72.832297,HS,Mumbai,,,INDIA
690150,LYCEUM SCHOOL,24.81865,67.034147,HS,Karachi,,,PAKISTAN
4486,MODESTO JUNIOR COLLEGE,37.6512928,-121.0076921,CC,Modesto,Stanislaus,CA,USA
6503,NORCO COLLEGE,33.915356,-117.567947,CC,Norco,Riverside,CA,USA
4420,LAKE TAHOE COMMUNITY COLLEGE,38.926916,-119.97223,CC,South Lake Tahoe,El Dorado,CA,USA
6512,MORENO VALLEY COLLEGE,33.886772,-117.202945,CC,Moreno Valley,Riverside,CA,USA
4380,LA SIERRA UNIVERSITY,33.909867,-117.494974,CC,Riverside,Riverside,CA,USA
4490,MONTEREY PENINSULA COLLEGE,36.5898671,-121.8841746,CC,Monterey,Monterey,CA,USA
4501,MOUNT SAN JACINTO COLLEGE,33.807129,-116.9661096,CC,San Jacinto,Riverside,CA,USA
4603,PALO VERDE COLLEGE,33.6619253,-114.652572,CC,Blythe,Riverside,CA,USA
4608,PORTERVILLE COLLEGE,36.0491632,-119.0143883,CC,Porterville,Tulare,CA,USA
731915,LYCEE INTERNATIONAL,48.895985,2.315178,HS,Paris,,,FRANCE
4679,SAN BERNARDINO VALLEY COLLEGE,34.0877303,-117.3107589,CC,San Bernardino,San Bernardino,CA,USA
4728,SAN DIEGO MIRAMAR COLLEGE,32.90649,-117.1222314,CC,San Diego,San Diego,CA,USA
4820,TAFT COLLEGE,35.1492183,-119.4601285,CC,Taft,Kern,CA,USA
7587,MISSION COLLEGE,37.3912191,-121.9820701,CC,Santa Clara,Santa Clara,CA,USA
4681,SAN DIEGO CITY COLLEGE,32.7174477,-117.1526701,CC,San Diego,San Diego,CA,USA
4930,SOLANO COMMUNITY COLLEGE,38.234105,-122.1218688,CC,Fairfield,Solano,CA,USA
4932,VICTOR VALLEY COLLEGE,34.4723007,-117.2615259,CC,Victorville,San Bernardino,CA,USA
4726,SOUTHWESTERN COLLEGE,32.640685,-116.998081,CC,Chula Vista,San Diego,CA,USA
5500,WEST HILLS COLLEGE LEMOORE,36.292386,-119.823825,CC,Lemoore,Kings,CA,USA
4404,LOS ANGELES MISSION COLLEGE,34.3153455,-118.419485,CC,Sylmar,Los Angeles,CA,USA
4409,LOS ANGELES SOUTHWEST COLLEGE,33.9298105,-118.305646,CC,Los Angeles,Los Angeles,CA,USA
4517,MENDOCINO COLLEGE,39.1895299,-123.2303329,CC,Ukiah,Mendocino,CA,USA
4582,MIRACOSTA COLLEGE,33.1908066,-117.3029278,CC,Oceanside,San Diego,CA,USA
990450,MACEDONIA,,,NATION,N/A,,,MACEDONIA
971977,LUXEMBOURG,,,NATION,N/A,,,LUXEMBOURG
703191,MACLEANS COLLEGE,-36.882993,174.915133,HS,Auckland,,,NEW ZEALAND
724411,SOUTHBANK INTERNATIONAL SCHOOL,51.523145,0.141157,HS,London,,,ENGLAND
724412,AMERICAN SCHOOL IN LONDON,51.534836,0.176675,HS,London,,,ENGLAND
724516,LYCEE FRNCS CHARLES DE GAULLE,51.495299,0.176824,HS,London,,,ENGLAND
692131,MANARAT AL RIYADH INTRNTL SCHL,24.789277,46.717209,HS,Riyadh,,,SAUDI ARABIA
990302,MINNESOTA,,,STATE,N/A,,MN,USA
694244,SHANGHAI COMMUNITY INTL SCHOOL,31.107565,121.57343,HS,Shanghai,,,CHINA
990301,MICHIGAN,,,STATE,N/A,,MI,USA
694212,CLIFFORD SCHOOL,22.963809,113.330859,HS,Foshan,,,CHINA
724717,MILLFIELD SCHOOL,51.124374,2.729643,HS,Street,,,ENGLAND
826131,MARC GARNEAU COLLEGIATE INST,43.709316,-79.335023,HS,Toronto,,ON,CANADA
4063,NOTRE DAME DE NAMUR UNIV,37.517299,-122.28487,4Y,Belmont,San Mateo,CA,USA
828452,MARIANOPOLIS COLLEGE,45.481246,-73.611565,HS,Westmont,,QC,CANADA
4485,MILLS COLLEGE,37.782684,-122.187838,4Y,Oakland,Alameda,CA,USA
4605,POINT LOMA NAZARENE UNIVERSITY,32.716863,-117.250694,4Y,San Diego,San Diego,CA,USA
50370,BREA OLINDA HIGH SCHOOL,33.933146,-117.875522,HS,Brea,Orange,CA,USA
50378,BUENA PARK HIGH SCHOOL,33.861681,-117.977023,HS,Buena Park,Orange,CA,USA
50381,ACACIAWOOD SCHOOL,33.846373,-117.973486,HS,Anaheim,Orange,CA,USA
50871,CHULA VISTA ADULT SCHOOL,32.614769,-117.075007,HS,Escondido,San Diego,CA,USA
50876,CALVIN CHRISTIAN HIGH SCHOOL,33.152905,-117.090599,HS,Escondido,San Diego,CA,USA
50893,CANYON CREST ACADEMY,32.959076,-117.189433,HS,San Diego,San Diego,CA,USA
51690,CONCORDIA JR/SR HIGH SCHOOL,34.318992,-118.424946,HS,Sylmar,Los Angeles,CA,USA
51960,MENLO SCHOOL,37.45324,-122.191278,HS,Atherton,San Mateo,CA,USA
648300,CAIRO AMERICAN COLLEGE,29.958616,31.274428,HS,Cairo,,,EGYPT
671059,MALLYA ADITI INTERNATIONAL SCH,13.101731,77.583736,HS,Bengaluru,,,INDIA
671718,MAHINDRA UNITED WORLD COLLEGE,18.54318,73.584694,HS,Pune,,,INDIA
687198,LYCEE FRANCAIS DE SINGAPOUR,1.371408,103.867694,HS,Singapore,,,SINGAPORE
689010,RATO BANGALA SCHOOL,27.678157,85.319922,HS,Patan,,,NEPAL
990045,MACAO,,,NATION,N/A,,,MACAO
990234,MAURITIUS,,,NATION,N/A,,,MAURITIUS
821510,MAGEE SECONDARY SCHOOL,49.228801,-123.151696,HS,Vancouver,,BC,CANADA
4483,MENLO COLLEGE,37.456064,-122.192074,CC,Atherton,San Mateo,CA,USA
4600,PACIFIC UNION COLLEGE,38.569878,-122.439483,CC,Angwin,Napa,CA,USA
716121,LYCEE FRANCAIS JEAN MONNET,50.788471,4.345406,HS,Brussels,,,BELGIUM
731980,LYCEE INTRNTL DE VALBONNE,43.62156,7.041474,HS,Valbonne,,,FRANCE
11701,JAMES CLEMENS HIGH SCHOOL,34.643795,-86.818118,HS,Madison,,AL,USA
990300,MASSACHUSETTS,,,STATE,N/A,,MA,USA
692126,AMERICAN INTL SCHOOL RIYADH,24.847764,46.638291,HS,Riyadh,,,SAUDI ARABIA
821327,MAXWELL INTL BAHAI SCHOOL,48.635929,-123.630094,HS,Cowichan Valley,,BC,CANADA
696179,MEF SCHOOLS OF TURKEY,38.306585,27.142416,HS,Izmir,,,TURKEY
694276,NANJING JINLING HIGH SCHOOL,32.048199,118.781908,HS,Nanjing,,,CHINA
821183,MEADOWRIDGE SCHOOL,49.224142,-122.554121,HS,Maple Ridge,,BC,CANADA
940401,MARKHAM COLLEGE,-12.125242,-77.016304,HS,Miraflores,,,PERU
52363,BRETHREN CHRISTIAN HIGH SCHOOL,33.655175,-117.958357,HS,Huntington Beach,Orange,CA,USA
826396,APPLEBY COLLEGE,43.42612,-79.68566,HS,"Oakville",,ON,CANADA
694296,TSINGHUA INTERNATIONAL SCHOOL,40.009197,116.319189,HS,Beijing,,,CHINA
52373,BLAIR HIGH SCHOOL,34.126108,-118.143533,HS,Pasadena,Los Angeles,CA,USA
670170,MARYMOUNT SECONDARY SCHOOL,22.263809,114.190433,HS,Hong Kong,,,HONG KONG
670580,MARYKNOLL CONVENT SCHOOL,22.328274,114.180275,HS,Hong Kong,,,HONG KONG
694524,MEICUN HIGH SCHOOL OF JIANGSU,31.53876,120.432105,HS,Meicun,,,CHINA
4682,SAN DIEGO STATE UNIVERSITY,32.774731,-117.069387,4Y,San Diego,San Diego,CA,USA
4684,SAN FRANCISCO STATE UNIVERSITY,37.721897,-122.478209,4Y,San Francisco,San Francisco,CA,USA
4687,SAN JOSE STATE UNIVERSITY,37.335187,-121.881072,4Y,San Jose,Santa Clara,CA,USA
989987,SAN DIEGO STATE UNIV SUMMER SESSION,32.774731,-117.069387,4Y,San Diego,San Diego,CA,USA
50081,KATELLA HIGH SCHOOL,33.824954,-117.885514,HS,Anaheim,Orange,CA,USA
50133,RIO HONDO PREP SCHOOL,34.099919,-118.021106,HS,Arcadia,Los Angeles,CA,USA
50330,BIG BEAR HIGH SCHOOL,34.2559,-116.825782,HS,Big Bear Lake,San Bernardino,CA,USA
50345,BISHOP UNION HIGH SCHOOL,37.363084,-118.39929,HS,Bishop,Inyo,CA,USA
50841,CESAR E CHAVEZ HIGH SCHOOL,35.767248,-119.220981,HS,Delano,Kern,CA,USA
50859,BRIDGES ACADEMY,34.141459,-118.395243,HS,Studio City,Los Angeles,CA,USA
50864,SUNSET HIGH SCHOOL,33.043977,-117.277755,HS,Encinitas,San Diego,CA,USA
51061,CIRCLE IND LEARNING CHRTR SCH,37.537853,-121.991031,HS,Fremont,Alameda,CA,USA
51656,ANIMO LEROY LOCKE 3 COLG PREP,33.935379,-118.268409,HS,Los Angeles,Los Angeles,CA,USA
51662,UCLA COMMUNITY SCHOOL,34.059874,-118.2984,HS,Los Angeles,Los Angeles,CA,USA
51663,ALLIANCE RENEE & MEYER LUSKIN,33.97709,-118.325758,HS,Los Angeles,Los Angeles,CA,USA
671018,MERCEDES-BENZ INTERNATIONAL,18.583434,73.737972,HS,Pune,,,INDIA
671045,MAYO COLLEGE,26.446283,74.653691,HS,Ajmer,,,INDIA
681053,MASHREK INTERNATIONAL SCHOOL,31.9929,35.798977,HS,Amman,,,JORDAN
671485,CALCUTTA INTERNATIONAL SCHOOL,22.520392,88.400065,HS,Calcutta,,,INDIA
748400,MARYMOUNT INTERNATIONAL SCHOOL,41.953528,12.462209,HS,ROME,,,ITALY
748560,SAINT GEORGES BRITISH INT SCHL,42.00137,12.383661,HS,ROME,,,ITALY
826120,VICTORIA PARK SECONDARY SCHOOL,43.755696,-79.321563,HS,Toronto,,ON,CANADA
782380,RED CROSS NORDIC UWC,61.33062,5.333877,HS,FLEKKE,,,NORWAY
713080,AMERICAN INTL SCHOOL VIENNA,48.253754,16.287138,HS,Vienna,,,AUSTRIA
694343,RDFZ XISHAN SCHOOL,40.031443,116.284604,HS,Beijing,,,CHINA
989351,OTHER FOREIGN INSTITUTION,,,UNK,N/A,,,N/A
694406,CHONGQING NO 1 MIDDLE SCHOOL,29.55905,106.466999,HS,Chongqing,,,CHINA
50912,BELLA VISTA HIGH SCHOOL,38.665273,-121.251887,HS,Fair Oaks,Sacramento,CA,USA
50919,ANGELO RODRIGUEZ HIGH SCHOOL,38.199404,-122.144258,HS,Fairfield,Solano,CA,USA
51028,BOLSA GRANDE HIGH SCHOOL,33.761122,-117.964485,HS,Garden Grove,Orange,CA,USA
51623,ARTLAB HIGH SCHOOL,34.249186,-118.485393,HS,Los Angeles,Los Angeles,CA,USA
52017,DELHI HIGH SCHOOL,37.425179,-120.792243,HS,Delhi,Merced,CA,USA
52216,VISTA DEL LAGO HIGH SCHOOL,33.900846,-117.208021,HS,Moreno Valley,Riverside,CA,USA
692160,NAJD NATIONAL SCHOOLS,24.725152,46.667226,HS,Riyadh,,,SAUDI ARABIA
990275,RUSSIA,,,NATION,N/A,,,RUSSIA
990057,PARAGUAY,,,NATION,N/A,,,PARAGUAY
52412,CHRISTBRIDGE ACADEMY,34.115665,-117.90845,HS,Azusa,Los Angeles,CA,USA
990059,PHILIPPINES,,,NATION,N/A,,,PHILIPPINES
52420,WESTRIDGE SCHOOL FOR GIRLS,34.126478,-118.156291,HS,Pasadena,Los Angeles,CA,USA
52437,SERRANO HIGH SCHOOL,34.412596,-117.574453,HS,Phelan,San Bernardino,CA,USA
990084,QATAR,,,NATION,N/A,,,QATAR
52612,SHERMAN SCHOOL,33.690359,-117.827056,HS,Alhambra,Los Angeles,CA,USA
52668,BETHEL CHRISTIAN HIGH SCHOOL,33.901361,-117.429117,HS,Riverside,Riverside,CA,USA
52677,WOODCREST CHRISTIAN SCHOOL,33.885299,-117.341816,HS,Riverside,Riverside,CA,USA
821540,RICHMOND SECONDARY SCHOOL,49.1612,-123.142706,HS,"Richmond",,BC,CANADA
694502,YALI HIGH SCHOOL,28.16896,112.990916,HS,Changsha,,,CHINA
821237,ARGYLE SECONDARY SCHOOL,49.341195,-123.042082,HS,North Vancouver,,BC,CANADA
697033,REPTON SCHOOL DUBAI,25.145212,55.377572,HS,Dubai,,,UAE
698103,RENAISSANCE INTRNTL SCH SAIGON,10.738251,106.724669,HS,Ho Chi Minh City,,,VIETNAM
826580,RICHMOND HILL HIGH SCHOOL,43.903002,-79.439081,HS,"St. Catharines",,ON,CANADA
821725,WEST POINT GREY ACADEMY,49.266567,-123.200312,HS,Vancouver,,BC,CANADA
690268,BRITISH OVERSEAS SCHOOL,24.807032,67.033156,HS,Karachi,,,PAKISTAN
52053,YORK SCHOOL,36.575741,-121.805148,HS,Monterey,Monterey,CA,USA
826839,NORTH TORONTO COLLEGIATE INST,43.709802,-79.396305,HS,Toronto,,ON,CANADA
990060,POLAND,,,NATION,N/A,,,POLAND
690272,BEACONHOUSE SCHL-MULTAN MAIN,30.211638,71.473023,HS,Multan,,,PAKISTAN
826597,RIDLEY COLLEGE,43.15478,-79.255909,HS,Toronto,,ON,CANADA
821550,SAINT GEORGES SCHOOL,49.247525,-123.199154,HS,Vancouver,,BC,CANADA
690257,NIXOR COLLEGE,24.803999,67.05872,HS,Karachi,,,PAKISTAN
690280,BEACONHOUSE MARGALLA CAMPUS,33.681817,73.0658,HS,Islamabad,,,PAKISTAN
703077,SAINT KENTIGERN COLLEGE,-36.909278,174.876157,HS,Auckland,,,NEW ZEALAND
50035,ALBANY HIGH SCHOOL,37.89642,-122.292117,HS,Albany,Alameda,CA,USA
52697,CHRISTIAN BROTHERS HIGH SCHOOL,38.535509,-121.464157,HS,Sacramento,Sacramento,CA,USA
50514,SANTA CLARITA VALLEY INTL CHARTER,34.450479,-118.624612,HS,Castaic,Los Angeles,CA,USA
52740,SAINT HELENA HIGH SCHOOL,38.496758,-122.462749,HS,Saint Helena,Napa,CA,USA
562520,DAEGU HIGH SCHOOL,35.836003,128.588495,HS,APO,,,US MILITARY
694568,XIAN TIE YI HIGH SCHOOL,34.239286,108.972102,HS,Xi'an,,,CHINA
990112,LITHUANIA,,,NATION,N/A,,,LITHUANIA
694263,NORTHEAST YUCAI FRGN LANG SCH,41.70902,123.436939,HS,Shenyang,,,CHINA
51345,CLEAR LAKE HIGH SCHOOL,39.060904,-122.918727,HS,Lakeport,Lake,CA,USA
617141,LINCOLN COMMUNITY SCHOOL,5.609793,-0.214244,HS,Accra,,,GHANA
619180,RIFT VALLEY ACADEMY,-0.944009,36.595716,HS,Kijabe,,,KENYA
670060,QUEENS COLLEGE,22.281316,114.191443,HS,Hong Kong,,,HONG KONG
670868,RENAISSANCE COLLEGE,22.31597,114.222285,HS,Hong Kong,,,HONG KONG
671880,SAINT COLUMBAS HIGH SCHOOL,28.629525,77.205954,HS,New Dehli,,,INDIA
990314,OHIO,,,STATE,N/A,,OH,USA
756000,NOVA INTERNATIONAL SCHOOLS,41.998894,21.393214,HS,SKOPJE,,,MACEDONIA
990063,SINGAPORE,,,NATION,N/A,,,SINGAPORE
989915,CLEVELAND HUMANITIES MAGNET,"34.217834	",-118.547458,HS,Reseda,Los Angeles,CA,USA
690220,AITCHISON COLLEGE,31.551728,74.346242,HS,Lahore,,,PAKISTAN
821304,CHARLES E LONDON SECONDARY SCH,49.138789,-123.14824,HS,"Richmond",,BC,CANADA
821307,STEVESTON LONDON SECONDARY SCH,49.138789,-123.14824,HS,"Richmond",,BC,CANADA
990011,TAIWAN,,,NATION,N/A,,,TAIWAN
990068,SWEDEN,,,NATION,N/A,,,SWEDEN
820388,OLD SCONA ACADEMIC HS,53.519714,-113.501984,HS,Edmonton,,AB,CANADA
821720,SAINT MICHAELS UNIVERSITY SCH,48.451696,-123.327953,HS,"Victoria",,BC,CANADA
696460,AMERICAN COLLEGIATE INSTITUTE,38.395434,27.091212,HS,Izmir,,,TURKEY
694501,SHANGHAI JIAO DA NANYANG,31.314675,121.054064,HS,Shanghai,,,CHINA
50545,CHICO SENIOR HIGH SCHOOL,39.735792,-121.845076,HS,Chico,Butte,CA,USA
50550,SHERMAN E BURROUGHS HS,35.635936,-117.659454,HS,Ridgecrest,Kern,CA,USA
51828,VENICE HIGH SCHOOL,33.997476,-118.443799,HS,Los Angeles,Los Angeles,CA,USA
632000,AMERICAN SCHOOL OF DOHA,25.263248,51.481161,HS,Doha,,,QATAR
632019,AL MAHA ACADEMY,25.218503,51.442818,HS,Doha,,,QATAR
671040,OAKRIDGE INT SCH NEWTON CAMPUS,17.419234,78.363952,HS,Gachibowli,,,INDIA
671658,NSS HILL SPRING INTERNATIONAL,18.972946,72.812623,HS,Mumbai,,,INDIA
671665,OBEROI INTERNATIONAL SCHOOL,19.169223,72.866596,HS,Mumbai,,,INDIA
680820,SAINT MAUR INTERNATIONAL SCH,35.435203,139.651889,HS,Yokohama,,,JAPAN
681055,NEW ENGLISH SCHOOL,31.986912,35.847252,HS,Amman,,,JORDAN
990010,CHINA PEOPLES REPUB,,,NATION,N/A,,,CHINA
782029,OSLO INTERNATIONAL SCHOOL,59.919624,10.582972,HS,OSLO,,,NORWAY
989342,OTHER U.S. INSTITUTION,,,UNK,N/A,,,N/A
50350,PALO VERDE HIGH SCHOOL,33.62093,-114.606168,HS,Blythe,Riverside,CA,USA
694369,BEIJING WORLD YOUTH ACADEMY,39.985462,116.467843,HS,Beijing,,,CHINA
52585,SHASTA HIGH SCHOOL,40.588345,-122.410496,HS,Redding,Shasta,CA,USA
51033,SANTIAGO HIGH SCHOOL,33.76626,-117.913719,HS,Garden Grove,Orange,CA,USA
51274,WOODBRIDGE HIGH SCHOOL,33.678949,-117.806977,HS,Irvine,Orange,CA,USA
52605,SEQUOIA HIGH SCHOOL,37.484604,-122.238023,HS,Redwood City,San Mateo,CA,USA
638010,OVERSEAS SCHOOL OF COLOMBO,6.893156,79.929589,HS,Colombo,,,SRI LANKA
990014,CYPRUS,,,NATION,N/A,,,CYPRUS
990019,ETHIOPIA,,,NATION,N/A,,,ETHIOPIA
697072,OUR OWN HIGH SCHOOL AL WARQAA,25.19076,55.400465,HS,Dubai,,,UAE
990247,RWANDA,,,NATION,N/A,,,RWANDA
990105,ROMANIA,,,NATION,N/A,,,ROMANIA
654166,BAHRAIN BAYAN SCHOOL,26.161312,50.549043,HS,Isa Town,,,BAHRAIN
910550,OUR LADY OF MERCY SCHOOL,-22.956241,-43.193624,HS,Rio De Janeiro,,,BRAZIL
697043,OUR OWN ENGLISH HIGH SCHOOL,25.291918,55.457312,HS,Dubai,,,UAE
821362,PACIFIC ACADEMY,49.188821,-122.755201,HS,Surrey,,BC,CANADA
696220,ROBERT COLLEGE,41.067034,29.034845,HS,Istanbul,,,TURKEY
696169,OZEL NOTRE DAME SION FRANSIZ,41.044723,28.986169,HS,Istanbul,,,TURKEY
696461,HISAR SCHOOL,41.17543,28.892745,HS,Istanbul,,,TURKEY
671044,PACE JUNIOR SCIENCE COLG-DADAR,19.016683,72.83717,HS,Dadar,,,INDIA
694225,PACIFIC AMERICAN SCHOOL,24.797594,120.995349,HS,Hsinchu,,,TAIWAN
694388,ZHENGZHOU NO 47 MIDDLE & HIGH,34.771409,113.738917,HS,Zhengzhou,,,CHINA
694380,WEI FANG NO 1 MID SCH SHANDONG,36.685098,119.201056,HS,Weifang,,,CHINA
694620,SHANGHAI WEIYU HIGH SCHOOL,31.177295,121.424636,HS,Shanghai,,,CHINA
694359,CHONGQING BASHU SECONDARY SCHL,29.561913,106.562332,HS,Chongqing,,,CHINA
694368,MING-DAO HIGH SCHOOL,24.106039,120.635904,HS,Taichung,,,TAIWAN
694379,AFFILIATED MIDDLE SCH JILIN U,43.878493,125.31325,HS,Changchun,,,CHINA
671690,PACE JR SCI COLLEGE ANDHERI,19.220954,72.852367,HS,Mumbai,,,INDIA
680141,OSAKA INTERNATIONAL SCHOOL,34.829984,135.50889,HS,Osaka,,,JAPAN
680330,NAGOYA INTERNATIONAL SCHOOL,35.243059,137.031469,HS,Nagoya,,,JAPAN
682385,SEOUL INTERNATIONAL SCHOOL,37.465765,127.129098,HS,Seoul,,,KOREA
990324,VERMONT,,,STATE,N/A,,VT,USA
821643,PEARSON COLLEGE UWC,48.34795,-123.563533,HS,"Victoria",,BC,CANADA
990170,CZECH REPUBLIC,,,NATION,N/A,,,CZECH REPUBLIC
990326,WASHINGTON,,,STATE,N/A,,WA,USA
695190,BANGKOK PATANA SCHOOL,13.661939,100.62227,HS,Bangkok,,,THAILAND
990325,VIRGINIA,,,STATE,N/A,,VA,USA
990317,PENNSYLVANIA,,,STATE,N/A,,PA,USA
990285,CONNECTICUT,,,STATE,N/A,,CT,USA
697000,AL MAWAKEB SCHOOL,25.234855,55.357553,HS,Dubai,,,UAE
51903,SIERRA HIGH SCHOOL,37.822506,-121.234423,HS,Manteca,San Joaquin,CA,USA
52088,VINTAGE HIGH SCHOOL,38.333182,-122.304639,HS,Napa,Napa,CA,USA
52124,SAGE HILL SCHOOL,33.61883,-117.823198,HS,Newport Coast,Orange,CA,USA
529044,SAIPAN SOUTHERN HIGH SCHOOL,15.120738,145.707142,HS,Saipan,,MP,USA
529046,SAIPAN INTERNATIONAL SCHOOL,15.136637,145.72155,HS,Saipan,,MP,USA
540792,BALDWIN SCHOOL OF PUERTO RICO,18.381009,-66.125116,HS,Bayamon,,PR,USA
626040,AMERICAN INTL SCH MOZAMBIQUE,-25.943662,32.615237,HS,Maputo,,,MOZAMBIQUE
670903,VICTORIA SHANGHAI ACADEMY,22.241646,114.166358,HS,Hong Kong,,,HONG KONG
694330,XIAMEN FOREIGN LANGUAGE SCHOOL,24.455762,118.037692,HS,Xiamen,,,CHINA
694381,SHANGHAI YANAN HIGH SCHOOL,31.210108,121.379764,HS,Shanghai,,,CHINA
694382,CHONGQING NANKAI SECONDARY SCH,29.561123,106.462079,HS,Chongqing,,,CHINA
694371,ZHEJIANG FUYANG HIGH SCHOOL,30.047863,119.966328,HS,Hangzhou,,,CHINA
694323,NANSHAN CHINESE INTRL COLLEGE,22.561167,113.986215,HS,Shenzhen,,,CHINA
694325,SHENZHEN FOREIGN LANGUAGE SCHL,22.547956,114.093636,HS,Shenzhen,,,CHINA
694326,BRITISH INTRNTL SCHL SHANGHAI,31.196095,121.278002,HS,Shanghai,,,CHINA
30652,BASIS PEORIA,33.719578,-112.270164,HS,Peoria,,AZ,USA
50580,CHULA VISTA SENIOR HIGH SCHOOL,32.621509,-117.077515,HS,Chula Vista,San Diego,CA,USA
50600,WEBB SCHOOL OF CALIFORNIA,34.121754,-117.738602,HS,Claremont,Los Angeles,CA,USA
51000,WASHINGTON UNION HIGH SCHOOL,36.647945,-119.793847,HS,Fresno,Fresno,CA,USA
990098,VIETNAM,,,NATION,N/A,,,VIETNAM
990056,PANAMA,,,NATION,N/A,,,PANAMA
910675,PAN AMERICAN CHRISTIAN ACADEMY,-23.729732,-46.713309,HS,Sao Paolo,,,BRAZIL
695407,PATUMWAN DEMONSTRATION SCHOOL,13.740196,100.534208,HS,Bangkok,,,THAILAND
671082,PATHWAYS SCHOOL-GURGAON,28.420764,77.135736,HS,Gurugram,,,INDIA
671100,SRI KUMARAN CHILDREN HOME-CBSE,12.846768,77.542488,HS,Bengaluru,,,INDIA
671610,PATHWAYS SCHOOL NOIDA,28.54226,77.367722,HS,Noida,,,INDIA
671626,PATHWAYS WORLD SCHOOL,28.420764,77.135736,HS,Gurugram,,,INDIA
687222,SCHOOL OF THE ARTS SINGAPORE,1.299387,103.848697,HS,Singapore,,,SINGAPORE
687233,VICTORIA JUNIOR COLLEGE,1.306235,103.919388,HS,Singapore,,,SINGAPORE
688090,AMERICAN-BRITISH ACADEMY,23.584387,58.446021,HS,Muscat,,,OMAN
971826,PORTUGAL,,,NATION,N/A,,,PORTUGAL
990065,SPAIN,,,NATION,N/A,,,SPAIN
990322,TEXAS,,,STATE,N/A,,TX,USA
724736,"TASIS, AMERICAN SCH IN ENGLAND",51.408814,0.529957,HS,Thorpe,,,ENGLAND
695421,BRITISH INTRNTL SCHOOL PHUKET,7.95063,98.370249,HS,Phuket,,,THAILAND
694307,SHANGHAI GEZHI HIGH SCHOOL,31.230847,121.480095,HS,Shanghai,,,CHINA
694308,YANGZHOU HS JIANGSU PROVINCE,32.390305,119.429664,HS,Yangzhou,,,CHINA
